{'ALG_BC_NB': 2375813, 'ALG_BC_WITH_SHAVING_NB': 119708, 'ALG_SHAVING_NB': 1699098, 'ALG_SHAVING_CHANGE_NB': 557007, 'ALG_SHAVING_NO_CHANGE_NB': 1142091, 'PROPAGATOR_ENTAILMENT_NB': 3733859, 'PROPAGATOR_FILTER_NB': 63857336, 'PROPAGATOR_FILTER_NO_CHANGE_NB': 21381370, 'PROPAGATOR_INCONSISTENCY_NB': 630380, 'SOLVER_BACKTRACK_NB': 1772470, 'SOLVER_CHOICE_NB': 46310, 'SOLVER_CHOICE_DEPTH': 31, 'SOLVER_SOLUTION_NB': 25}
         2171256980 function calls (2171249652 primitive calls) in 2682.249 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 {built-in method numba._dispatcher.typeof_init}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bound_consistency_algorithm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       45    0.000    0.000    0.000    0.000 compiler_machinery.py:41(name)
        1    0.000    0.000    0.000    0.000 typedobjectutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:192(_DispatcherBase)
        1    0.000    0.000    0.000    0.000 pylowering.py:79(PyLower)
        1    0.000    0.000    0.000    0.000 circuit_problem.py:22(__init__)
      4/3    0.000    0.000    0.006    0.002 <frozen importlib._bootstrap>:1375(_gcd_import)
        6    0.000    0.000    0.000    0.000 argparse.py:2622(_get_formatter)
        1    0.000    0.000    0.000    0.000 builtins.py:363(BitwiseInvert)
       59    0.000    0.000    0.000    0.000 __init__.py:82(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.002    0.002 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 choice_points.py:8(cp_init)
      4/3    0.000    0.000    0.006    0.002 __init__.py:73(import_module)
        2    0.000    0.000    0.000    0.000 dataclasses.py:638(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 context.py:131(BaseContext)
        1    0.000    0.000    0.000    0.000 exactly_true_propagator.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1674(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       10    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 ccallback.py:1(<module>)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        2    0.000    0.000    0.000    0.000 extending.py:39(decorate)
        1    0.000    0.000    0.000    0.000 problem.py:32(__init__)
        6    0.000    0.000    0.000    0.000 argparse.py:845(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       33    0.000    0.000    0.000    0.000 process.py:189(name)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:51(Slice)
        4    0.000    0.000    0.000    0.000 typing.py:892(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
       19    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccallback.py:33(CFunc)
        6    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.000    0.000 module.py:47(ModuleRef)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:19(__init__)
       47    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        6    0.000    0.000    0.000    0.000 iterators.py:22(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 argparse.py:893(__init__)
        6    0.000    0.000    0.000    0.000 argparse.py:589(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1684(LiteralUnroll)
        1    0.000    0.000    0.000    0.000 npydecl.py:163(NumpyRulesArrayOperator)
        4    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       44    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        9    0.000    0.000    0.000    0.000 registry.py:46(do_register)
        2    0.000    0.000    0.000    0.000 dataclasses.py:627(_repr_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 tsp_instances.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        4    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 npytypes.py:71(Record)
        6    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        6    0.000    0.000    0.000    0.000 argparse.py:1696(_add_action)
        2    0.000    0.000    0.000    0.000 ffi.py:255(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:806(_formatArray)
        1    0.000    0.000    0.000    0.000 targetconfig.py:140(TargetConfig)
        1    0.000    0.000    0.000    0.000 static_getitem.py:139(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 codegen.py:641(CPUCodeLibrary)
        2    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initfini.py:64(_version_info)
        1    0.000    0.000    0.000    0.000 models.py:179(BooleanModel)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:97(prepare_class)
        1    0.000    0.000    0.000    0.000 parfor.py:711(ParforDiagnostics)
        6    0.000    0.000    0.000    0.000 typeof.py:27(typeof)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solver.py:27(Solver)
        1    0.000    0.000    0.000    0.000 builtins.py:393(UnaryNot)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:323(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 extending.py:314(_Intrinsic)
        1    0.000    0.000    0.000    0.000 gufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir.py:25(Loc)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        9    0.000    0.000    0.004    0.000 typeconv.py:96(promote_unsafe)
        1    0.000    0.000    0.000    0.000 compiler.py:529(DefaultPassBuilder)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 builtins.py:251(BinOpPower)
       15    0.000    0.000    0.000    0.000 argparse.py:1421(_registry_get)
        9    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ufunc_db.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numba_helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 codegen.py:518(CodeLibrary)
        1    0.000    0.000    0.000    0.000 lowering.py:339(Lower)
        1    0.000    0.000    0.000    0.000 argparse.py:1742(ArgumentParser)
        1    0.000    0.000    0.000    0.000 eh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value_dom_heuristic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 targets.py:80(get_host_cpu_name)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 numeric.py:885(outer)
        1    0.000    0.000    0.000    0.000 serializer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 byteflow.py:1600(_State)
        1    0.000    0.000    0.000    0.000 registry.py:12(CPUTarget)
        1    0.000    0.000    0.010    0.010 tsp_problem.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 event.py:50(EventStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 builtins.py:245(DivMod)
       10    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.039    0.039 __init__.py:13(_ensure_critical_deps)
        3    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
       33    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:233(ThreadLocalStack)
        1    0.000    0.000    0.000    0.000 typeref.py:32(TypeRef)
        1    0.000    0.000    0.000    0.000 common.py:37(Buffer)
        1    0.000    0.000    0.000    0.000 codegen.py:1064(JitEngine)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       30    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        8    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 scc_propagator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeref.py:7(TypeKind)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.001    0.001 _adapters.py:144(_reader)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.029    0.029 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:309(_get_machar)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:395(avx_default)
        1    0.000    0.000    0.000    0.000 targetconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        3    0.000    0.000    0.000    0.000 gettext.py:578(dgettext)
        1    0.000    0.000    0.000    0.000 numeric.py:65(zeros_like)
        1    0.000    0.000    0.000    0.000 transforms.py:10(PassManagerBuilder)
        5    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        9    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       28    0.000    0.000    0.000    0.000 enum.py:1292(value)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 funcdesc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 externals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:1835(getattr_static)
        1    0.000    0.000    0.000    0.000 tuple.py:1(<module>)
        6    0.000    0.000    0.000    0.000 ffi.py:78(__exit__)
        6    0.000    0.000    0.000    0.000 argparse.py:1621(_pop_action_class)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 config.py:511(num_threads_default)
       25    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 max_value_dom_heuristic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        6    0.000    0.000    0.000    0.000 imputils.py:42(_decorate_attr)
       44    0.000    0.000    0.000    0.000 builtins.py:142(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:265(BinOpPower)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
        1    0.000    0.000    0.000    0.000 arrayprint.py:64(_make_options_dict)
        1    0.000    0.000    0.002    0.002 ffi.py:195(_importlib_resources_path_repl)
        1    0.000    0.000    0.000    0.000 builtins.py:217(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 init_utils.py:10(generate_version_info)
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
        4    0.000    0.000    0.000    0.000 inspect.py:1822(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 typeinfer.py:960(TypeInferer)
        6    0.000    0.000    0.000    0.000 event.py:100(__init__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
       12    0.000    0.000    0.003    0.000 castgraph.py:128(safe)
        1    0.000    0.000    0.000    0.000 parfor_lowering_utils.py:10(ParforLoweringBuilder)
        4    0.000    0.000    0.000    0.000 inspect.py:1796(_check_class)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:175(Path)
        1    0.000    0.000    0.000    0.000 funcdesc.py:24(FunctionDescriptor)
        1    0.000    0.000    0.000    0.000 builtins.py:402(OrderedCmpOp)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 caching.py:224(_UserWideCacheLocator)
        1    0.000    0.000    0.000    0.000 appdirs.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 overloads.py:177(register_reflected_overload)
        4    0.000    0.000    0.000    0.000 templates.py:1210(wrapper)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        6    0.000    0.000    0.000    0.000 event.py:209(broadcast)
